draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,lambda_atk.1,lambda_atk.2,lambda_atk.3,lambda_atk.4,lambda_def.1,lambda_def.2,lambda_def.3,lambda_def.4
1982,-905.5648730727869,0.9363623967122786,0.003042604197779464,8.0,335.0,0.0,909.6367656864699,1.929020184175075e-05,1.6425777162540112e-05,1.7590135873060452e-05,1.753061245864462e-05,1.1336214516529348e-05,1.3484470985317909e-05,1.2489635789289792e-05,1.1772424813824118e-05
1983,-904.8770097645288,1.0,0.003042604197779464,3.0,7.0,0.0,906.6120669886802,1.5560003317583438e-05,1.8740781277536423e-05,2.0646147064153128e-05,1.711558482777939e-05,1.360832091473454e-05,1.1087963087296383e-05,1.207514976007574e-05,1.3591900879727736e-05
1984,-902.1247738448686,0.9364469278719202,0.003042604197779464,3.0,7.0,0.0,909.5635258331622,1.744029296299673e-05,1.9072411631568925e-05,1.788061610449719e-05,1.8885436066532956e-05,1.2083666358894144e-05,1.1770267668483965e-05,1.2225085576205634e-05,1.2552128734327642e-05
1985,-901.1220546346317,0.9997174326016288,0.003042604197779464,3.0,7.0,0.0,902.9739380816696,1.7499235367628348e-05,1.733757649052169e-05,2.1522540017459496e-05,1.7042139363419155e-05,1.2380314480852788e-05,1.2435723937818035e-05,1.269426064700891e-05,1.275020993154221e-05
1986,-904.5560302041673,0.8134712200457682,0.003042604197779464,4.0,31.0,0.0,907.5275190870497,1.7364369064932652e-05,1.7129333414985387e-05,1.688351154882901e-05,1.8519116398659852e-05,1.065485789045561e-05,1.1219648364771281e-05,1.1539975229090008e-05,1.138924745961109e-05
1987,-904.1419522617069,0.8416888191422188,0.003042604197779464,2.0,3.0,0.0,909.6943536949962,1.7374102499150074e-05,1.6703359631195513e-05,1.7663017174927835e-05,1.8068661999655693e-05,1.0441982905839126e-05,1.2735473926037685e-05,1.1455422416872587e-05,1.1295642817339115e-05
1988,-903.5086492669238,0.9908727618504868,0.003042604197779464,3.0,7.0,0.0,906.5105730579096,1.631317493685782e-05,1.7759668171988577e-05,2.1190266858296635e-05,1.6791724241098465e-05,1.2440646012344307e-05,1.0895571740436733e-05,1.265700607874062e-05,1.301792578866799e-05
1989,-905.9145548366098,0.6144049134848011,0.003042604197779464,3.0,7.0,0.0,914.0025988128267,1.682035198942746e-05,1.898340951175502e-05,1.9722131478328975e-05,1.5428922838135938e-05,1.3399053976698662e-05,1.1157751171667711e-05,1.2755131357080919e-05,1.2527528737965742e-05
1990,-902.3620490875821,0.9685939109862022,0.003042604197779464,3.0,7.0,0.0,908.6230395957376,1.791442709691834e-05,1.8893697401655465e-05,1.917765118669502e-05,1.886739410933335e-05,1.1236586631913445e-05,1.2847967498596159e-05,1.2331144708604599e-05,1.3292841497379532e-05
1991,-901.7013842294194,0.9751567224017446,0.003042604197779464,3.0,7.0,0.0,905.4710768046742,1.7700475154031548e-05,1.875732046314872e-05,1.9839758899149676e-05,1.6492019405791634e-05,1.2214137484000111e-05,1.1683926024671296e-05,1.2989035470703501e-05,1.3993808749554697e-05
1992,-904.1751655139389,0.8437775650484188,0.003042604197779464,3.0,7.0,0.0,905.8856965494772,1.6837201281167242e-05,1.7171617566455933e-05,1.9624304041310466e-05,1.9252754039628847e-05,1.3532896414532145e-05,1.3546935132699454e-05,1.2676497546448032e-05,1.2364441274615615e-05
1993,-901.1789303992488,0.9337889527026444,0.003042604197779464,4.0,23.0,0.0,908.4074327051426,1.5383916124516063e-05,1.5738128185276478e-05,1.903549378752764e-05,1.6794699836034093e-05,1.188802006123387e-05,1.145609399657107e-05,1.085175874904075e-05,1.093106492653528e-05
1994,-901.3420550049206,0.9169500781665726,0.003042604197779464,3.0,7.0,0.0,904.6635834530006,1.8132823598708122e-05,1.7145428739133174e-05,1.8578590464497426e-05,1.5551804025615256e-05,1.1203931691323475e-05,1.1964735040652752e-05,1.1740774127190327e-05,1.227082079106976e-05
1995,-901.3086573581224,0.8194423315320162,0.003042604197779464,5.0,55.0,0.0,905.757888897773,1.2874413410974713e-05,1.375625098849559e-05,1.5694654671140726e-05,1.4650010935657292e-05,9.374549633465267e-06,9.011490650654004e-06,9.354008319137067e-06,9.210398752533056e-06
1996,-899.5883661827255,0.9005642363861069,0.003042604197779464,3.0,7.0,0.0,904.1761427086548,1.3342391757497077e-05,1.3605471791704543e-05,1.3989388813087201e-05,1.3105326846664353e-05,8.883764543129992e-06,9.08832426041883e-06,9.621738838287165e-06,9.41536919556922e-06
1997,-899.3566674944017,0.9126937315225483,0.003042604197779464,10.0,1023.0,0.0,902.8032529552894,0.6707385873993915,0.6768320585679949,0.8291693446326632,0.6823910306878793,0.49099617691016406,0.4787611574172313,0.47587715787766455,0.49891874071107345
1998,-900.4306443743606,0.7739926731574739,0.003042604197779464,6.0,87.0,0.0,903.5749101043161,0.5261171582218328,0.5454958602448249,0.5430732893277911,0.5386119132344777,0.37558690831388253,0.3672946954539962,0.38131186689258634,0.3915301961416481
1999,-903.6314313187031,0.8498462255756039,0.003042604197779464,2.0,3.0,0.0,904.9539464207548,0.5738840644942481,0.5441250028865972,0.5620507768668724,0.5692328419614143,0.3595891061791434,0.33355124233854605,0.4082341700669418,0.3733345101804183
2000,-905.043134910415,0.8998636705674385,0.003042604197779464,3.0,7.0,0.0,911.7526449136087,0.5331310234831094,0.5704913611124199,0.5873767800057564,0.5460442801066733,0.3763992424615937,0.31385960465202567,0.41228231823364,0.3702509789656646
2001,-905.3426788539476,0.7655664560549761,0.003042604197779464,3.0,15.0,0.0,912.7477210573044,0.5375762034436331,0.4833959653943609,0.5771170152539848,0.5045812098208043,0.30964764826439056,0.40272083316224344,0.32553844314639274,0.37773640291592925
2002,-902.2088694012965,0.9802330242968235,0.003042604197779464,3.0,7.0,0.0,908.665938549676,0.45144525246498135,0.5213906695753578,0.5234588513937339,0.48261803929491515,0.3410602697225995,0.28925633488270125,0.3359821766446137,0.3253429191765043
2003,-903.2504636600752,0.9337638036647181,0.003042604197779464,7.0,183.0,0.0,907.8254798319729,2.464243830884639,2.5980364063399035,2.4572173663011836,2.7204499641235604,1.6891033945978333,1.7876138830406807,1.9410724955329106,1.7080474682634417
2004,-905.3526688163955,0.9134439895022807,0.003042604197779464,3.0,7.0,0.0,907.1392033378777,2.3198181535172955,2.3974979353313173,3.077485700122011,2.072702934612155,1.6883075116143549,1.6769656490960823,1.5997547536164685,1.7534099551919804
2005,-902.7922023971431,0.9654741959598507,0.003042604197779464,3.0,7.0,0.0,911.5397907972057,2.7882357877462445,2.4839843417016634,2.6413267142610035,2.608632902808237,1.666322898729449,1.8606421410039136,1.9415794573332334,1.6820390382824357
2006,-901.2183381102288,0.9840995260298102,0.003042604197779464,3.0,7.0,0.0,905.4718081230384,2.3714812867823,2.6502268138007405,2.9515315267456312,2.435955616649232,1.8259022246697345,1.6884088793257672,1.7299383495028269,2.0271786474065725
2007,-903.0968690727592,0.8946983974717306,0.003042604197779464,3.0,15.0,0.0,905.4935092036231,2.617950550546676,2.5827732959670127,2.967949834037675,2.19211618737449,1.809137650858484,1.6695239799331343,1.7038034101392374,1.8879564056775082
2008,-902.7583257922705,0.7621525172287547,0.003042604197779464,3.0,15.0,0.0,910.4878953891962,2.1293050988653754,2.3378728254565315,2.587455766708631,2.6912582930199345,1.641299923089561,1.730325789345703,1.643396473103712,1.637860109046862
2009,-900.030169018418,0.9809771641577755,0.003042604197779464,2.0,7.0,0.0,904.6947136784069,2.3583321747561645,2.5786715083252565,2.633917101662882,2.220125055278026,1.6141519179291006,1.5605445631028554,1.6653732997618436,1.6652752283146248
2010,-901.5918221960175,0.9469900180268116,0.003042604197779464,3.0,7.0,0.0,903.1965212797204,2.4211508158380393,2.1624740222232117,2.4443470241404808,2.5184441728454736,1.482291441519552,1.6639505347895027,1.6714745226069976,1.656450446427681
2011,-902.7685792532724,0.9513981368773947,0.003042604197779464,7.0,207.0,0.0,904.523294119941,0.9138029855623389,0.9752612016748459,1.081983868469904,0.8496644425109682,0.6627490540701554,0.5843154061191393,0.5765875499700158,0.6738107434788765
2012,-899.071358581934,0.9932000247543192,0.003042604197779464,7.0,175.0,0.0,906.4023658341853,3.3630129932183515,3.28585065473914,3.663146871693191,3.460573149304963,2.305533857427172,2.263244478441337,2.3469981220673275,2.499269550761172
2013,-900.5662833751347,0.9010267137284437,0.003042604197779464,3.0,7.0,0.0,902.2288629216055,3.204459271077993,3.394234412169818,3.8516130704229274,3.2480772869261902,2.3450255245411507,2.200805849581479,2.219740541554418,2.650260173271234
2014,-900.6657321541047,0.8797224685443188,0.003042604197779464,3.0,7.0,0.0,904.5156502012835,3.3031909163482,3.1285548763591726,3.5546329449599217,3.276622970927588,2.1353307936812973,2.392254842642549,2.2718420220604028,2.1088218397196266
2015,-901.5046044161696,0.9437874004746077,0.003042604197779464,3.0,7.0,0.0,903.9235553170491,2.8320968925318413,3.2944447909234853,3.639543661094421,3.2767743518877213,2.318778102039392,2.041547661313856,2.0932952647924292,2.3701306694888
2016,-901.5997627456085,0.8737822461900889,0.003042604197779464,3.0,7.0,0.0,905.5295212302887,3.4864440894035518,3.0953466855612692,3.563716992163791,3.3802142377895428,2.0307374170733703,2.3163638090423855,2.4249282743932357,2.237232869072857
2017,-900.1223730841605,0.955133323220164,0.003042604197779464,7.0,199.0,0.0,905.0965809167833,1.1865445499931766,1.095080604224666,1.3452062415564903,1.1632642408505205,0.7406524007902507,0.8126574776526909,0.8266372795195589,0.8252471908701178
2018,-902.0523027389352,0.7791755067955236,0.003042604197779464,3.0,15.0,0.0,904.5306456060504,1.1446128382843466,1.3593396888713627,1.4591131992729445,1.2351906977211682,0.8342173228148935,0.8124154382801073,0.8901373888012938,0.8520824257750554
2019,-903.3844513720255,0.9659606964750241,0.003042604197779464,3.0,7.0,0.0,905.6063562322566,1.2529348388041537,1.246454988709961,1.2970176842822034,1.1841942356895592,0.7621933830922009,0.8952972860633823,0.7722286387130152,0.8167575981352647
2020,-903.9321584001966,0.9683923784942275,0.003042604197779464,3.0,7.0,0.0,907.506613884285,1.1725939484589962,1.349692764026941,1.2968500532500997,1.1078537597774956,0.8200677605555526,0.8025189569791514,0.8346482991349222,0.7777250357430683
2021,-900.8106128635909,0.9956396070006992,0.003042604197779464,3.0,7.0,0.0,908.567002566184,1.1257226218832361,1.0632236228356167,1.3521433531170772,1.1179687476370264,0.7225524348679664,0.7824987192306407,0.7706456133408083,0.7882484458398733
2022,-900.8791962859774,0.7789485496495309,0.003042604197779464,3.0,15.0,0.0,904.9396647299696,0.9813593232436205,1.1521039229541805,1.1943212186021033,1.089084390524115,0.7285521007177959,0.7149851309576349,0.808851125775305,0.7839297372126258
2023,-900.8400613250207,0.8550327936161308,0.003042604197779464,3.0,7.0,0.0,904.811056336743,1.0338967058925232,1.1384753751807157,1.2113249703931455,1.1338412744809059,0.6891986770808218,0.7184328810265055,0.7673651697765431,0.7922915276659808
2024,-900.9760100146019,1.0,0.003042604197779464,8.0,279.0,0.0,903.3019588078243,10.833201099084102,10.68580668824365,12.641622597478907,11.479571215286764,7.426852251474322,7.430397203757903,7.111906882760052,8.291734893097928
2025,-899.5262383590014,1.0,0.003042604197779464,3.0,7.0,0.0,902.1569473033552,11.139831166064456,11.782378933979349,12.232329149613435,11.283002544516863,7.591968993314308,7.455681867769934,8.25708234142822,7.766841961485261
2026,-900.7460977119755,0.8745058111872597,0.003042604197779464,7.0,143.0,0.0,903.0451682689876,4.54543121635192,4.49550388040033,5.583535573519513,4.796134624695574,3.123427184484612,3.342551575947626,3.377794884364259,3.540249611774977
2027,-901.7013426017787,0.9839640876057619,0.003042604197779464,3.0,7.0,0.0,903.2978657733697,4.73049651035923,5.125600240056399,5.327912654002435,4.705609711425914,3.5155744548032652,3.113884849603244,3.037063429779839,3.568425418518512
2028,-904.0178431284984,0.8365537144864696,0.003042604197779464,5.0,55.0,0.0,907.4119991735324,3.2193396158847327,3.6136397504168927,3.5217463024176006,3.215857653118433,2.396844019294046,2.1328033748752016,2.029619929838951,2.4983503077497136
2029,-904.7644027630963,0.9944527544710073,0.003042604197779464,9.0,559.0,0.0,907.7226105265901,0.0008604028074943943,0.0008280158246368883,0.0008768626583083695,0.0008781402330708428,0.0005510838075904949,0.0006657385678809389,0.0005612391794376265,0.0005496748618453196
2030,-904.6303956104899,0.9966974481959985,0.003042604197779464,3.0,7.0,0.0,907.2795785876701,0.0007920470104236442,0.0008648972297080682,0.001029718743262841,0.0008335266101803556,0.0006242497338643676,0.0005211873202951494,0.0006116999859764721,0.0006604095700649197
2031,-903.8832473382932,0.9962434378663504,0.003042604197779464,3.0,7.0,0.0,908.9476011070631,0.0008304815236770592,0.0008575918911862824,0.0008774483226836919,0.0008962048399938442,0.0005761319102093378,0.0006709101594364345,0.0005996401706138243,0.0005853510569709877
2032,-901.7108095841934,0.9878705227503389,0.003042604197779464,3.0,7.0,0.0,905.9729477421408,0.0009100858068561857,0.0007752280793237907,0.000945717840471506,0.0008868546305684614,0.0005492552189448363,0.0006006136688813099,0.0006067624280486895,0.000597682104384807
2033,-903.8850382687248,0.90311278955682,0.003042604197779464,3.0,7.0,0.0,907.5202077382952,0.0008731132154554923,0.0008860566709559846,0.0008462301176126628,0.0007679876559236178,0.0005277273553572945,0.000536129453171228,0.0006380182432424285,0.0006285095909635941
2034,-904.3446518101196,0.9727679448386631,0.003042604197779464,3.0,7.0,0.0,907.4584519076913,0.0007793252580535161,0.0008459336284889927,0.0010402752405744098,0.0009073494392552108,0.000635002704140365,0.0006621147694759105,0.000563912788180996,0.0005773242577585688
2035,-900.3580091282822,0.9636289658863328,0.003042604197779464,3.0,7.0,0.0,907.0034855106824,0.0008203002051967634,0.0009061889455050184,0.000897569726083322,0.0009105276063703194,0.0005805277157418554,0.0005825031410089194,0.0005953599373377477,0.0006168663894578416
2036,-900.8810061086236,0.9526668466199253,0.003042604197779464,3.0,7.0,0.0,902.911440002395,0.0008261419004108097,0.0008328611955195754,0.0010362647856099207,0.0008447168409075477,0.000624707543261794,0.0006022032700926821,0.0005933066584025695,0.0005989553809246396
2037,-903.6476960011414,0.8479060732703252,0.003042604197779464,3.0,7.0,0.0,905.4415889280347,0.0007368083393617054,0.0008772875698083259,0.0010083737036079162,0.000923309262198269,0.0005820044313272088,0.0005991878811463559,0.0005772327176768636,0.0006247788742324156
2038,-903.4982863032492,0.9788609502004934,0.003042604197779464,3.0,7.0,0.0,906.8752678540756,0.0009958454939758277,0.0008605621035374779,0.0009013830801417718,0.0008532821874822445,0.0005872335018718578,0.0006301271584716203,0.0006446623727001231,0.0006192357692094017
2039,-901.4210767152268,0.9982447116766305,0.003042604197779464,6.0,79.0,0.0,905.045966334295,0.0020730775701112507,0.002043528459852061,0.002211212513838194,0.0020880581984201022,0.0014055123954965483,0.0014571814504148969,0.001420997229965796,0.00129593704961189
2040,-903.4779404019845,0.8444061986487564,0.003042604197779464,3.0,7.0,0.0,905.8678627169446,0.0018149358421879153,0.002025392333242312,0.0023893281535211776,0.001999873351128031,0.0013165290365415921,0.00127584301128269,0.0013898777588698082,0.0015645446589169268
2041,-901.6135705395087,0.9599114367582658,0.003042604197779464,4.0,31.0,0.0,907.277410648813,0.0021761671803252405,0.002176347581670087,0.0021883999313615705,0.002242649440007322,0.0014824662350531315,0.001489561497462904,0.0014337504944371073,0.0014162048738275762
2042,-901.2041354853766,0.9343285315078544,0.003042604197779464,2.0,3.0,0.0,903.5968354303538,0.002040959047943094,0.0022137180379356992,0.002183688777334058,0.002218671901258161,0.0014916447586787768,0.0014709716450833324,0.0014352890127240009,0.0014007766033667806
2043,-900.2057030473006,0.7543143189440568,0.003042604197779464,3.0,7.0,0.0,905.7821125446295,0.0020422482211128,0.002044807596234099,0.0023493247138988522,0.0020499434420006664,0.0013567770899902977,0.001516728501464848,0.0014533066572210106,0.0013989709082170617
2044,-903.3713791204277,0.7353058514623678,0.003042604197779464,3.0,7.0,0.0,905.9295499254347,0.002062804367449889,0.0021361763484306854,0.0021105091545787977,0.002026687707294097,0.001518770676926667,0.0012665857831459998,0.0013838322827559803,0.001503662536633364
2045,-902.4765108696232,0.8825197142682247,0.003042604197779464,3.0,7.0,0.0,908.6733436143363,0.0018601486580288532,0.0020807187898988287,0.002293490679755743,0.002134239928914831,0.0013327531227656896,0.0014849574245027369,0.001501224333080904,0.0013696230487796148
2046,-903.6415451870555,0.8383038428261113,0.003042604197779464,2.0,3.0,0.0,906.4780580965739,0.0019077304955901894,0.0020556684094564215,0.0021081691586136908,0.0020832047416394057,0.0013273115058470887,0.0015346803226554929,0.0015185505289580493,0.0013700205761317356
2047,-902.3230717795175,0.9126052474002517,0.003042604197779464,3.0,7.0,0.0,908.2695875826776,0.0020232726038188417,0.0020479947360174606,0.002301642028128662,0.0020740113017393472,0.0015057192743692471,0.0012557289095770131,0.0013909879726558168,0.001445372831926752
2048,-899.7725195665241,0.995443299499298,0.003042604197779464,3.0,15.0,0.0,904.184487036075,0.0018917546150684585,0.001953248546033907,0.002116549203827678,0.001973761431074886,0.001223950203069524,0.0013621881089247675,0.0013606421071184474,0.0013670972446596088
2049,-901.1142964220829,0.8739107316260498,0.003042604197779464,10.0,1023.0,0.0,903.2244819720586,0.03007289652219886,0.03458473397532434,0.03707983223532859,0.033977713947830765,0.021732519701363275,0.021855250128001723,0.02136610786704599,0.0228619149488308
2050,-900.7605375114476,0.9331525110295729,0.003042604197779464,3.0,7.0,0.0,903.9485097000872,0.03085583052426553,0.034659113918040226,0.03425985149397561,0.03538683159604416,0.022700284033686655,0.022645407330598805,0.02296335643513193,0.02216700502178168
2051,-900.9633633434547,0.9593903342620578,0.003042604197779464,3.0,7.0,0.0,902.6559580701876,0.03197452190724777,0.03103623819225942,0.03731387827278081,0.030399325313666167,0.02004391021579575,0.021283670823277298,0.021242081968549716,0.024031236331313207
2052,-901.8125603604923,0.8732366397605025,0.003042604197779464,3.0,7.0,0.0,905.4869039833465,0.028909924551603915,0.03297651549548045,0.03382010939097332,0.030614779188503506,0.02363307768869227,0.020870002075845263,0.02263114192133738,0.02153132867379706
2053,-900.6230353073634,0.9938839700900157,0.003042604197779464,3.0,7.0,0.0,904.247221102066,0.031795772450338135,0.03243929085969167,0.03582097157909649,0.03388107482294565,0.02206052200014138,0.020250495163381108,0.022536205616492097,0.02334725971809753
2054,-899.6645648190156,0.9544249436753238,0.003042604197779464,2.0,7.0,0.0,903.8640211835981,0.030290217712792968,0.03238704925936596,0.03697025954569725,0.03339262208079537,0.021669471901210862,0.021316608849316077,0.02141386288842076,0.022853283755211968
2055,-900.2818741976843,0.8738629730655664,0.003042604197779464,3.0,15.0,0.0,903.7366428000323,0.0305379979043191,0.030398541523137704,0.03455846526787803,0.03024278658892281,0.019597027848327238,0.021411292941996958,0.020722369914704532,0.020249929453949284
2056,-900.2287811893632,0.8681908063791351,0.003042604197779464,3.0,7.0,0.0,905.3523740040457,0.027848632081310064,0.03166750878408259,0.03365471322907652,0.031564624320799,0.020800755022444998,0.019879780916668137,0.021430349801888973,0.020310571246017952
2057,-904.0868029356761,0.7483688204116614,0.003042604197779464,8.0,383.0,0.0,908.5673572675155,0.10986572484708487,0.13371618408149905,0.12774254760253376,0.12336844859688485,0.07992638352961291,0.0861759931497125,0.0830525281148715,0.07839534745279172
2058,-901.2525945104588,1.0,0.003042604197779464,3.0,7.0,0.0,905.4701767410949,0.10788393792730004,0.12964063702875184,0.1281862991527349,0.11828353740963515,0.08149517024716453,0.08167371583014542,0.0844922507420057,0.07968116686301954
2059,-904.1171949720957,0.8127292165884459,0.003042604197779464,8.0,295.0,0.0,908.1201486904463,0.9403931674617728,0.8692411273411904,1.0181542541099509,1.008307526797308,0.6481042769931716,0.5725215838377883,0.6672234236417363,0.6575454488577177
2060,-899.9650725966025,0.9931078626709396,0.003042604197779464,4.0,23.0,0.0,907.8726639047351,1.0561535661464214,0.9972537363554076,1.1678215338639044,1.0526086513386788,0.6767217545260592,0.6789913516691073,0.7300620474289314,0.7699756338578255
2061,-900.4864143226685,0.9103475643766408,0.003042604197779464,7.0,247.0,0.0,905.2774474775613,0.6190842455007549,0.6360930222526142,0.7428840380529904,0.5789715572579535,0.43016401212396876,0.4289901658818582,0.45353173693867443,0.4681566822631122
2062,-900.2616872452306,0.768822341519252,0.003042604197779464,7.0,199.0,0.0,906.6346320276291,2.1133497904056298,2.0872232366370276,2.629157554453461,2.191498663024766,1.5394519980001142,1.4511009348558448,1.4680000378982165,1.570971959325449
2063,-907.8623455229407,0.565473257358435,0.003042604197779464,2.0,3.0,0.0,909.9228280642927,2.0840946035678467,2.069339298059215,2.581206266500145,2.2677003517589784,1.7669555716073657,1.4387920741985483,1.40875935633555,1.3842781229970411
2064,-899.3898690679869,0.8984053461385146,0.003042604197779464,2.0,3.0,0.0,910.5098057954913,2.10050384972262,2.2988124894966715,2.2970164681376777,2.3058558624714363,1.520683409361395,1.4870904775699014,1.5745513081654459,1.55630381184252
2065,-902.2636260065779,0.789169205908188,0.003042604197779464,7.0,143.0,0.0,906.4101182512958,15.398057317223957,17.28363567603659,18.151723705260324,17.35326230790464,12.321522474191905,11.26281299522083,12.716809398135036,11.70657479288289
2066,-901.2325243259648,0.8933431275996563,0.003042604197779464,3.0,7.0,0.0,906.268273010085,16.147951748687905,15.469780820843892,18.79202098590066,15.546197627491171,10.299242733456826,11.449085829899667,11.224251039662601,12.218013832112824
2067,-899.9074058551203,0.9437050587044242,0.003042604197779464,6.0,111.0,0.0,905.1458939474184,5.166681613780153,5.048001474054229,6.2290353856647664,5.345681388107707,3.487047675781848,3.6434912568635722,3.552026354686096,3.9256675642063334
2068,-901.8240224043969,0.5863051235302665,0.003042604197779464,3.0,7.0,0.0,906.7814180851412,5.227767023402297,5.051224569949567,5.949131889215605,4.599286886983574,3.4972632264904417,3.588088420453546,3.6756374916188856,3.8873868262234987
2069,-901.0430190771257,0.9425353852833059,0.003042604197779464,3.0,7.0,0.0,904.8222883179177,4.9708242101393205,5.635517169032709,5.737868140102452,5.689894950909065,3.705082549791871,3.5097425362259935,3.4892533366139715,3.7381590642444333
2070,-902.7370046567974,0.8716461664294249,0.003042604197779464,3.0,7.0,0.0,905.4952162368265,5.379714764123238,5.182790101597694,5.99456427097551,4.882827765627747,3.9191446629005386,3.7688587917320717,3.6005629711016076,3.590126378583215
2071,-902.7064782482828,0.9581489750767289,0.003042604197779464,5.0,63.0,0.0,909.3459518408365,3.91724534875716,3.7762042939354554,4.065996158914095,4.17247941392296,2.482334793676746,2.919146302385125,2.968539872566203,2.8099354057978863
2072,-899.9340807652849,1.0,0.003042604197779464,3.0,7.0,0.0,904.4923755725584,4.062165305384505,3.80782012166895,4.450719902350044,3.6972584695784008,2.6969165294066224,2.641347903695739,2.6089326462141176,2.7425181267125778
2073,-900.4927427632279,0.7634137458819356,0.003042604197779464,7.0,143.0,0.0,907.2584035059125,22.5327920534895,21.976221620131163,24.93508447422897,20.778448391359166,14.248310401855349,15.381519971584744,14.747399033160637,15.918247455178463
2074,-900.357346356004,0.8933324244501817,0.003042604197779464,6.0,79.0,0.0,903.3064600005165,10.981395135940536,10.17802380549151,10.896099598506545,10.27463380451815,6.89935393262238,7.129831803839177,6.9816570715616315,7.165954180202524
2075,-901.5003666393037,0.7193804752508625,0.003042604197779464,4.0,31.0,0.0,907.6575262809745,12.463371932186622,11.883213176144132,13.235733452775756,11.000174537812454,7.35490906077883,8.44810802251176,8.09953412485712,8.51626601657085
2076,-903.7614113387075,0.8928232763813625,0.003042604197779464,2.0,3.0,0.0,905.011641703943,12.776354883707938,11.378381857090655,13.49533918146296,11.100983092005873,7.024767693962882,8.451363443902546,8.08286292226274,8.59521976180089
2077,-901.6454861398691,0.9708176697969332,0.003042604197779464,3.0,7.0,0.0,907.5965415598164,11.05060513905255,11.260824686779792,12.525399433845294,10.531833007136623,7.685780172185303,7.217840721363233,7.935554959438148,8.900368462817097
2078,-902.3601005555729,0.978752072329468,0.003042604197779464,3.0,7.0,0.0,903.5439840702271,10.718308179342687,10.562420121749206,11.284030938837954,11.682007999999298,7.90175106044954,7.978878490491356,7.434029731341306,7.404454978406914
2079,-903.2806122270827,0.918357388396771,0.003042604197779464,3.0,7.0,0.0,905.423986681343,10.559908581882377,10.74939845160276,12.276427920359437,9.654418723495224,6.62339230367326,6.508713257839947,7.305122329544129,7.936074627579165
2080,-900.2708516373565,1.0,0.003042604197779464,3.0,7.0,0.0,904.4460523246977,10.152383877081736,11.115790609826105,11.039380852100354,10.171253103304789,6.8733574294106345,6.876910711756148,6.929992878674795,7.764867571957264
2081,-900.860082883594,0.9520559691401742,0.003042604197779464,5.0,47.0,0.0,902.6122893310032,9.656543239860818,9.48864322238136,10.53000106304879,10.382959659273988,6.876037889190747,6.78961577366,6.34432895213874,6.581114035395822
2082,-900.5947839556752,0.968076270522771,0.003042604197779464,3.0,7.0,0.0,902.7745848015466,9.296696381534458,9.683486798091545,11.267952526711262,8.88497251693717,6.273283663972102,6.507096648949208,6.777029957191789,7.06970796673582
2083,-900.1660572796699,0.9135698140130325,0.003042604197779464,4.0,23.0,0.0,904.2116592961823,9.7288792313225,9.922588472994583,11.577134072319943,10.635692886631654,6.990778974532814,7.016843250556691,7.55169680456286,7.005765314647063
2084,-900.8291593270012,0.975637825534116,0.003042604197779464,5.0,63.0,0.0,902.4545968366914,7.350153268130209,7.896574462884807,8.43871853464517,8.17851064993864,5.427931384966433,5.447245198403745,5.029315326602538,5.139227496371334
2085,-901.3365792728995,0.9070004169088312,0.003042604197779464,3.0,7.0,0.0,904.4494093790289,7.504210218538147,8.164327251969492,8.654915495340957,7.592274023142423,5.291751700366196,5.6535915935115195,4.9152035994975405,5.763096710855512
2086,-899.9056407855714,1.0,0.003042604197779464,2.0,3.0,0.0,901.5804757339359,7.410135903535933,8.059812111077918,8.607857692719373,7.6990830316303125,5.300303192301087,5.548080167241104,5.093735547666163,5.772350924962654
2087,-899.8610020660612,0.947205861005147,0.003042604197779464,6.0,95.0,0.0,902.1416379797303,6.269235686865915,5.940666411303385,6.908338734293575,6.292209287462685,4.198233507496289,4.144507970556663,4.533254882937635,4.582099024479402
2088,-898.7104809716908,0.9413306441578241,0.003042604197779464,2.0,3.0,0.0,901.3213186968052,5.999233125799523,6.4497645800308385,7.166448265805849,6.179705878234369,4.320188589620755,4.159849978598915,4.332201601443584,4.416949951930583
2089,-898.7104809716908,0.7685555510839911,0.003042604197779464,2.0,7.0,0.0,903.8928430963596,5.999233125799523,6.4497645800308385,7.166448265805849,6.179705878234369,4.320188589620755,4.159849978598915,4.332201601443584,4.416949951930583
2090,-898.3822150421239,0.9971208217389883,0.003042604197779464,4.0,31.0,0.0,899.0353845546113,6.327184981388017,6.4467935723444,6.935213547112886,6.405069815703565,4.349658550893133,4.378323005613323,4.360679010278971,4.61801005825384
2091,-898.7737900908205,0.9056273503458543,0.003042604197779464,3.0,7.0,0.0,900.6727731010889,6.048371781357555,6.518927055299823,6.933787475634329,6.268224330744423,4.417545814048373,4.205376031792421,4.366665078732821,4.316297220821152
2092,-902.1828202364657,0.6413733781386387,0.003042604197779464,3.0,7.0,0.0,905.1774707438608,6.418548134775881,5.931063431501237,7.0857513294642835,5.916124649859003,4.162004847519526,4.68611914720205,4.484772288112235,4.737701534180356
2093,-900.3135180399929,0.9844646674613493,0.003042604197779464,8.0,471.0,0.0,905.443963441252,0.6856303244957535,0.6339494444989316,0.7513687842156875,0.6068975804380103,0.42414194367578634,0.4483547203485627,0.44761407948283527,0.4905576910342931
2094,-900.1115506950351,0.6412261606702442,0.003042604197779464,3.0,7.0,0.0,907.6369137836534,0.6344988243147105,0.6618651469780713,0.731523349460065,0.7173152759723181,0.4685214233537649,0.48462350690729883,0.4628056190782355,0.44291025709728526
