draws,lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,lambda_atk.1,lambda_atk.2,lambda_atk.3,lambda_atk.4,lambda_def.1,lambda_def.2,lambda_def.3,lambda_def.4
109,-900.2235352564171,0.9418494708141428,0.003042604197779464,6.0,127.0,0.0,909.3619001285425,0.39256165952681366,0.4012170305746851,0.4096760935839536,0.37783856112418757,0.2573341537464828,0.27594326036717814,0.2619260320242949,0.2599641728399475
110,-898.9682999443138,0.9598714606768665,0.003042604197779464,3.0,7.0,0.0,901.9401083881336,0.36633134427263864,0.3730628262176002,0.4231058577727726,0.3704723986386121,0.24905756384052766,0.24104852692019604,0.26250000052823463,0.26822235476046163
111,-899.3162856635752,0.9408312062778535,0.003042604197779464,8.0,295.0,0.0,901.8403850537903,2.3339189281370207,2.525941343969588,2.7231611642052,2.3772948636809637,1.630209934025036,1.7171823189744295,1.5841129980578494,1.7488838956716257
112,-900.1882022891587,0.9166134688529917,0.003042604197779464,3.0,15.0,0.0,901.8570031568296,2.4336096356505452,2.487272837603221,2.6516463600718176,2.434468851415102,1.782929717449213,1.6426073326162083,1.8381650347191856,1.7619911293967732
113,-900.6340129315022,0.9775840833418786,0.003042604197779464,8.0,263.0,0.0,904.9003237198511,0.44396430518311536,0.4383790215567938,0.5353193751576807,0.46108085322048054,0.30045867349998817,0.3004087459593401,0.29824721820383404,0.3417999853573224
114,-902.0870839684592,0.9112981664434532,0.003042604197779464,3.0,15.0,0.0,904.2121046011331,0.47595362542906183,0.5259166321982374,0.4949869170146118,0.4824489240624299,0.328622109652088,0.31928495344979596,0.3291527968201826,0.31311868640693574
115,-901.0060249132839,0.9235451818948718,0.003042604197779464,3.0,7.0,0.0,906.3795387754648,0.4236481139233637,0.46377329201548356,0.5185859536637832,0.4667395364598634,0.3175301571495704,0.28792632839672366,0.3345739583568691,0.33982560970356906
116,-903.6926666133446,0.864042101898432,0.003042604197779464,3.0,7.0,0.0,908.4224898788385,0.4137959683035278,0.4439791908247974,0.5123452891790224,0.4340048827184291,0.32663902391365823,0.32831537540423245,0.26840305221759575,0.3017511145737194
117,-904.3706759844621,0.9592225785829527,0.003042604197779464,3.0,7.0,0.0,907.3722743509854,0.4788615609470916,0.4433037933215761,0.4824559563081438,0.4732699165501096,0.2769933182350391,0.29417769901477486,0.3574778367387235,0.33433717565799836
118,-903.2976997403921,1.0,0.003042604197779464,3.0,7.0,0.0,907.2395447709349,0.4928286152952487,0.42648021879332976,0.4615790581103715,0.44217973532936267,0.2887973080731238,0.32589753243282626,0.32974845128508007,0.34364882289935306
119,-898.6638528744464,1.0,0.003042604197779464,3.0,7.0,0.0,904.8278459292549,0.4690227514569073,0.47778202025948385,0.5135644186467208,0.4585462942986736,0.31834668134500604,0.31203408537172805,0.3199598685228816,0.3204225677747306
120,-900.8857113287276,0.7924421529232116,0.003042604197779464,3.0,7.0,0.0,902.9314977898134,0.4392351206054903,0.48535355422139503,0.5078425518977091,0.4800148110424373,0.295564791928543,0.320836198016707,0.3044559796302563,0.33246387541470646
121,-898.6749317904258,0.9766334212663944,0.003042604197779464,3.0,7.0,0.0,904.5075334976557,0.4432833147161386,0.43471526523809945,0.48188543685860663,0.43902993195462664,0.29926441650251556,0.2871258416132923,0.3041187642271599,0.30925556552138295
122,-902.9141771404309,0.7763544249736388,0.003042604197779464,3.0,7.0,0.0,905.7938999878659,0.3738677256450949,0.48504216505257447,0.4677589261560747,0.4100947926338301,0.306336047234405,0.26691401522081626,0.29217696979149527,0.30657463828003517
123,-900.0166170286954,0.9774859081684285,0.003042604197779464,3.0,7.0,0.0,905.0831432442744,0.4328400251158543,0.43274888163118547,0.4955738415012664,0.40746834083621225,0.3006393457296059,0.2809667797522363,0.3086715076476649,0.3258371543894987
124,-899.7094479566032,0.994260213927585,0.003042604197779464,8.0,343.0,0.0,901.9924674203617,0.09121673560331944,0.09159458520339193,0.0942969114153423,0.0934151710430508,0.06430764788639443,0.0630236374257138,0.06264165077470911,0.06315779382159599
125,-901.0813089783449,0.847344127084624,0.003042604197779464,3.0,7.0,0.0,905.306450224017,0.09146240172693156,0.09437781217589958,0.10702492700290879,0.09802202332359276,0.058939709788545826,0.0637550584319919,0.06913902523189147,0.06732606376016091
126,-903.2405871665451,0.7857904937379686,0.003042604197779464,3.0,7.0,0.0,908.1560044304952,0.10092364852274413,0.09668628557571272,0.10617724542676697,0.10106963357148754,0.07149048431827922,0.06304259382958838,0.062040782807526784,0.07043608085639882
127,-906.2113691626239,0.8738460337914461,0.003042604197779464,3.0,7.0,0.0,910.8506619686395,0.09046878611421627,0.08926655144243044,0.10887076614770765,0.09400674747366254,0.0591634921691876,0.07512093632745707,0.07082124180320959,0.0666604014909511
128,-903.5015164191775,0.9836667625651045,0.003042604197779464,3.0,7.0,0.0,911.7149357452007,0.10175867418439664,0.0914927272328632,0.10904932819719851,0.0818470226355303,0.06128568077808862,0.0667537227400171,0.062494420148424275,0.07015663603174
129,-904.7395658560692,0.9841768025436306,0.003042604197779464,3.0,7.0,0.0,905.6401657836116,0.07809200176715432,0.09488867386987618,0.09920442591270555,0.10415611892957072,0.06540567105398895,0.06054422216926333,0.06638455079758188,0.06203586713565462
130,-903.3863671371303,0.9332550761147489,0.003042604197779464,3.0,7.0,0.0,909.9453248127679,0.09052360480648934,0.09097268475240795,0.1009367473193172,0.07511728111594529,0.0551859200189519,0.059377570621914406,0.057708378390670195,0.06473149508424841
131,-900.9466119749072,1.0,0.003042604197779464,3.0,7.0,0.0,905.3872322979313,0.08488121738696491,0.08207857806539866,0.10041645955056559,0.08832280036054349,0.0586930455404657,0.06253295341893927,0.058775429431036696,0.0674976664885863
132,-902.1702035080033,0.9516203893641838,0.003042604197779464,3.0,15.0,0.0,904.1486442856293,0.09175710733814181,0.08648540198538043,0.09619707591151533,0.0853605144165346,0.055275819647202955,0.06433820321109479,0.05526916872712742,0.062070900652700364
133,-904.9428151434217,0.5604637487331449,0.003042604197779464,3.0,7.0,0.0,912.2016503331497,0.08872760096514196,0.09869178760911483,0.0995975595674501,0.09731931271784397,0.06436396583445508,0.053524376045327345,0.06435800591312464,0.06745199776472137
134,-903.9503951761601,0.9960989451312757,0.003042604197779464,2.0,7.0,0.0,908.0411036404037,0.08401558407713336,0.10027278851512125,0.09970925391503381,0.08828418506469014,0.07165084885637293,0.05667156001326271,0.0647323967943039,0.06619146335227534
135,-902.7670464434586,0.9489545228033714,0.003042604197779464,3.0,7.0,0.0,907.4797405045213,0.09470841334392695,0.0859208067847206,0.09560779172069327,0.0880841387491269,0.05306716444773436,0.06552551535770688,0.06454005730168805,0.06556904588524542
136,-899.8115984992053,0.9565785199762011,0.003042604197779464,2.0,7.0,0.0,904.7630171299911,0.08910925977837425,0.08536012475764139,0.10067598008677626,0.08862994178103221,0.060205700035213076,0.058977600871327224,0.0601518196369617,0.06765624751695416
137,-904.264880937565,0.7414506571821213,0.003042604197779464,8.0,375.0,0.0,909.0809508500877,0.0029588425001183722,0.003035065646521027,0.003024279061601463,0.003099264011416306,0.0018903286872941484,0.0022380103125582383,0.0022186395017836755,0.0019106804339194072
138,-901.3080180347325,0.9337513986052564,0.003042604197779464,9.0,727.0,0.0,911.7406950796905,8.429021363882138e-06,9.392513719552113e-06,9.11622168471557e-06,9.148955886006602e-06,5.717445823004326e-06,6.0795293065799645e-06,6.199763737449649e-06,6.117105441263032e-06
139,-901.5861487660943,0.9880454528986835,0.003042604197779464,3.0,7.0,0.0,903.7611126092931,8.068421587731123e-06,9.300061981677123e-06,9.423557137018824e-06,8.472768107283908e-06,6.1434130584420056e-06,5.6074652530628475e-06,6.518127496728562e-06,6.161903999743804e-06
140,-900.9150625267914,0.8904794266510206,0.003042604197779464,6.0,71.0,0.0,905.5396835928703,9.830290281491e-06,1.0841657849231212e-05,1.084636503727684e-05,1.0166462345361829e-05,7.328012120074108e-06,6.585452270530463e-06,7.50910921745883e-06,7.43765109226892e-06
141,-904.1495244666163,0.7573997875112907,0.003042604197779464,3.0,7.0,0.0,908.1378899483682,1.1436139688184861e-05,9.902670245838982e-06,1.1091311797981237e-05,1.0551896972504684e-05,6.2085462109252315e-06,7.632323533888124e-06,7.516071697241665e-06,7.212968780709454e-06
142,-904.8964573120775,0.9865840091634179,0.003042604197779464,3.0,7.0,0.0,905.7781057770097,8.189229828248544e-06,1.0741789194913546e-05,1.15106607579631e-05,9.6629956328759e-06,7.0340976936291084e-06,6.207253437118034e-06,6.427037989081016e-06,7.029884202887444e-06
143,-901.0999919495289,1.0,0.003042604197779464,3.0,7.0,0.0,906.4145191666969,9.383193383432687e-06,1.0145067070074416e-05,1.0266078589631633e-05,9.692260625748676e-06,6.980119475360493e-06,6.2225260731955996e-06,6.7129766038894116e-06,7.291637126242064e-06
144,-900.538651755705,0.9993720498735078,0.003042604197779464,9.0,591.0,0.0,902.3692981096345,0.00015457209944822698,0.0001404052141638528,0.00016666619005446578,0.00015495091445146727,9.786031018432465e-05,0.00010342062055248129,0.00010023734925352586,0.00010749393123953389
145,-899.6840626986013,0.9984851779414459,0.003042604197779464,3.0,7.0,0.0,901.9627556132871,0.00014468406190112373,0.0001610896163092672,0.00017204363947582164,0.0001524501315729024,0.00010428462399817463,0.00010526315697347729,0.00010804683432883469,0.00010503692501968096
146,-899.7011241067722,0.9489429241441102,0.003042604197779464,10.0,1023.0,0.0,902.4203988026409,1.3592728542995323,1.319339696469014,1.5497159400614153,1.3325521528303002,0.9863268181529949,0.9343617936785589,0.9100177698152514,1.0031176624753728
147,-898.4841355086267,1.0,0.003042604197779464,3.0,7.0,0.0,900.0808493295542,1.3171143772986604,1.4310068659265411,1.5297792332092008,1.3494003879667753,0.9245806521178801,0.9110106163682776,0.9289814110432589,0.9986666571279622
148,-898.9676573467441,0.8937934637338206,0.003042604197779464,3.0,7.0,0.0,900.0675043395199,1.3794237132336955,1.3895701015799515,1.49515176333677,1.423935358251051,0.9100966528960566,0.9350283945986754,0.9551290720461466,0.9332776813209597
149,-899.5147642205363,0.8066308397076846,0.003042604197779464,5.0,55.0,0.0,903.6397418962465,1.1762008194262399,1.1229706767130185,1.2372551342307527,1.137821445404127,0.7383141078525964,0.7458708699603178,0.8286990384213634,0.8018719617048522
150,-899.3968530269992,0.9836894610414179,0.003042604197779464,3.0,7.0,0.0,900.6303402870547,1.0635348279604884,1.1762318742818398,1.2844205326530351,1.1154084924799916,0.8013291356335308,0.7949562632637921,0.7396210355160082,0.8251488703133667
151,-901.3332607572225,0.8810162667386725,0.003042604197779464,3.0,7.0,0.0,902.2821014209084,1.1088885480106792,1.0000205884104212,1.168850148913337,1.0738805769785,0.7249211586759765,0.7068659901296298,0.8112382387748338,0.7575607917755528
152,-900.0818981986997,0.8363762553731107,0.003042604197779464,3.0,7.0,0.0,905.4175560220137,1.0411558046969918,1.180245679964855,1.2915774077156095,1.0912195400953801,0.7645764458551031,0.7750548186487579,0.7252213291710877,0.7778298651232994
153,-900.0379005721793,0.9842941412506803,0.003042604197779464,8.0,319.0,0.0,902.4884151179468,0.0869633611229327,0.10229839383884576,0.10545753756592997,0.09223661667797674,0.06684280333114208,0.06297381105468507,0.06761160740252452,0.06655882775283514
154,-898.6784747541762,0.8741224552868222,0.003042604197779464,8.0,439.0,0.0,902.9994305995585,0.6877209799934559,0.7202111162160421,0.789262234182649,0.6724409232315174,0.4647565680478548,0.4815039225608574,0.4906861245089217,0.5200903709839749
155,-899.7132037712528,0.9723409518601137,0.003042604197779464,8.0,319.0,0.0,902.9370871492638,0.1802607771614385,0.18466840187657943,0.2026234861853343,0.17090400423141053,0.11646538802269889,0.12341590937003634,0.12350136624527704,0.1388492923759568
156,-900.8185082655871,0.8466284535668578,0.003042604197779464,3.0,15.0,0.0,902.55071476725,0.18724114048242635,0.19180112654735934,0.20689697288400197,0.1725820981767825,0.11545779740658385,0.12692820688491946,0.12145426124717543,0.13369478318090455
157,-904.072603551034,0.7380891795356649,0.003042604197779464,2.0,3.0,0.0,906.8846561525514,0.1872694427085933,0.20413167898525802,0.2150746548548915,0.16043721455543955,0.12522553205819195,0.12417335389336519,0.12433415187862225,0.1296893003765528
158,-903.1572712075105,0.978318766514353,0.003042604197779464,8.0,447.0,0.0,910.1582263251524,0.00045554720554495117,0.00047383666930084575,0.000475869690034378,0.0004641782693902658,0.0003256447732988432,0.0003082806800241992,0.0003225747960738832,0.00037112095284254213
159,-902.388841128773,0.9646368225963043,0.003042604197779464,8.0,439.0,0.0,906.7893817916932,0.0007810743884680848,0.000785586090479983,0.0008935429110445953,0.0008426751480445869,0.0005543444395621191,0.0006292333117170122,0.0005812904403732736,0.0005900641545188961
160,-901.0975841874742,1.0,0.003042604197779464,3.0,7.0,0.0,904.4878278237109,0.000774622235130411,0.0008357062322199136,0.0008598663166643972,0.0007572197632013074,0.0005821367968861058,0.0005212595385262739,0.0005704757285805523,0.0005956133745766062
161,-901.2513105413378,0.8267694388122478,0.003042604197779464,3.0,7.0,0.0,904.3254975087156,0.0008048160556034978,0.0008461842258674805,0.0009106010130409035,0.0007981253734574473,0.0005232780007764034,0.0005357056012094298,0.0005664754068991272,0.0005379054107294309
162,-903.4102448547422,0.9497447993946435,0.003042604197779464,2.0,7.0,0.0,905.1659262037899,0.0008377640432764133,0.0007354365851400686,0.0009242092917009333,0.0007544642341139341,0.0005616673585240764,0.0005694869780584935,0.0005450127503772175,0.000622735720744199
163,-902.7572976737606,0.9646769979158254,0.003042604197779464,3.0,7.0,0.0,907.1508067934178,0.0008064509341785668,0.0007766322221987712,0.0009254780579997494,0.0007271729169802753,0.0005848494607265666,0.0005505448399391979,0.0005453319038768437,0.0006081049246527782
164,-902.1496972492705,0.8982031270356752,0.003042604197779464,3.0,7.0,0.0,908.8027238878091,0.000734561238235129,0.0009194862021944577,0.0008964105422278601,0.0008201300802302584,0.0005601263475752651,0.000529640768929284,0.000561535453952101,0.0006062630559429001
165,-904.4919924388746,0.8106997337167743,0.003042604197779464,3.0,7.0,0.0,907.5927315577244,0.0007122560941340823,0.0009083300284479309,0.0008647968648457619,0.000768321535471108,0.0005145777235943673,0.0005394386033383721,0.0005733648596574321,0.000583325620179007
166,-900.2776912981199,0.9789697859835611,0.003042604197779464,2.0,3.0,0.0,906.441122932653,0.0007254046284655344,0.0007761046565900856,0.0008495752905552132,0.0008011222460203888,0.0005636986808945408,0.0005021739739104096,0.0005318046707287251,0.0005552565100286384
167,-900.0500426305609,0.8772022219777996,0.003042604197779464,2.0,7.0,0.0,902.9981152666053,0.0008092836202672433,0.000789973251812088,0.000864776797576657,0.0007742277003005512,0.0004912693455879707,0.0005352691348046282,0.0005509984066165885,0.0005731947740025677
168,-900.3654666464656,0.9564741604277601,0.003042604197779464,3.0,7.0,0.0,902.897850417167,0.0007781310371613625,0.0008481483927360979,0.0008842993541837648,0.0007432890687657514,0.0005693039724076033,0.0005196472016783775,0.0005466945447762425,0.0005957740162848405
169,-904.631705889585,0.6964203067086238,0.003042604197779464,3.0,7.0,0.0,906.3786148187942,0.0007534540991011771,0.0007604324905738245,0.0009439119853641575,0.0008026220423859202,0.0006048119598952145,0.0004980764247406232,0.0005592625994492212,0.0005938250564369099
170,-904.7993608954645,0.9956183425329641,0.003042604197779464,3.0,15.0,0.0,908.0299396012869,0.0007518535484012553,0.0009062565985059303,0.0009117717179256486,0.0008517057406694736,0.0005933674999269005,0.0005933439472136642,0.0005131215012812009,0.0005600375634469253
171,-901.4834026175479,0.9979355247335383,0.003042604197779464,3.0,7.0,0.0,908.4145330048568,0.0008040325068788551,0.0008115388718326558,0.0009071478034515886,0.0007739840450275348,0.0005168669336754246,0.0005097184810600127,0.0006002728770088659,0.0005773681755782347
172,-902.0258915894041,0.9288358699744548,0.003042604197779464,3.0,7.0,0.0,905.1003272906462,0.0007369278110454086,0.0007763709596277809,0.0008772145386353572,0.000765314008056777,0.000551203664260148,0.0005599698382104531,0.0005901059118302056,0.0005356574440193338
173,-901.8275461768765,1.0,0.003042604197779464,3.0,7.0,0.0,904.1575277084632,0.0007222386990997536,0.0007275421952407774,0.0008492061379228136,0.0007278455823401958,0.0005198528900601602,0.000504241961368312,0.0005617474409908439,0.0005670766374039309
174,-899.3650873008664,1.0,0.003042604197779464,2.0,3.0,0.0,902.1098893606816,0.0007416334574465654,0.0007598375036857655,0.0008513813624111034,0.0007272923108364121,0.0005049372438807612,0.0004962320088732382,0.0005315228609143813,0.0005639737708078177
